Timestamp,difficulty30DayAvg
2021-10-22 01:00:00,19525171417117.367
2021-10-23 01:00:00,19561332049419.766
2021-10-24 01:00:00,19597492681722.168
2021-10-25 01:00:00,19633653314024.566
2021-10-26 01:00:00,19669813946326.965
2021-10-27 01:00:00,19705974578629.367
2021-10-28 01:00:00,19742135210931.766
2021-10-29 01:00:00,19778295843234.168
2021-10-30 01:00:00,19814456475536.566
2021-10-31 01:00:00,19850617107838.965
2021-11-01 01:00:00,19893584436698.637
2021-11-02 01:00:00,19982307892415.504
2021-11-03 01:00:00,20071031348132.37
2021-11-04 01:00:00,20159372152615.555
2021-11-05 01:00:00,20218248812105.223
2021-11-06 01:00:00,20277125471594.887
2021-11-07 01:00:00,20336002131084.555
