Timestamp,hash-rate
2020-11-07 00:00:00,121840657.43031493
2020-11-08 00:00:00,115164457.02317438
2020-11-09 00:00:00,154387134.41512507
2020-11-10 00:00:00,122675182.48120748
2020-11-11 00:00:00,122675182.48120748
2020-11-12 00:00:00,133524008.14281088
2020-11-13 00:00:00,115998982.07406694
2020-11-14 00:00:00,118502557.22674464
2020-11-15 00:00:00,125178757.63388519
2020-11-16 00:00:00,135534841.86269382
2020-11-17 00:00:00,137334450.8705656
2020-11-18 00:00:00,147831351.5740483
2020-11-19 00:00:00,119839616.36476107
2020-11-20 00:00:00,146956609.8487581
2020-11-21 00:00:00,147831351.5740483
2020-11-22 00:00:00,152205060.20049945
2020-11-23 00:00:00,128587033.61766332
2020-11-24 00:00:00,118964874.63947083
2020-11-25 00:00:00,135584967.41998515
2020-11-26 00:00:00,131211258.79353401
2020-11-27 00:00:00,134710225.69469494
2020-11-28 00:00:00,134710225.69469494
2020-11-29 00:00:00,135399801.26976258
2020-11-30 00:00:00,107610727.917311
2020-12-01 00:00:00,144750713.6586838
2020-12-02 00:00:00,124752259.79794464
2020-12-03 00:00:00,149512250.29219317
2020-12-04 00:00:00,137132255.0450689
2020-12-05 00:00:00,137132255.0450689
2020-12-06 00:00:00,129513796.43145394
2020-12-07 00:00:00,142846099.00528008
2020-12-08 00:00:00,137132255.0450689
2020-12-09 00:00:00,132370718.41155955
2020-12-10 00:00:00,123799952.47124276
2020-12-11 00:00:00,131418411.08485769
2020-12-12 00:00:00,125704567.1246465
2020-12-13 00:00:00,148463110.1109586
2020-12-14 00:00:00,134574371.39496115
2020-12-15 00:00:00,129933875.82961763
2020-12-16 00:00:00,132718173.16882376
2020-12-17 00:00:00,119724785.58586197
2020-12-18 00:00:00,145711560.75178552
2020-12-19 00:00:00,146639659.8648542
2020-12-20 00:00:00,140142966.07337332
2020-12-21 00:00:00,126221479.37734285
2020-12-22 00:00:00,132718173.16882376
2020-12-23 00:00:00,142927263.41257942
2020-12-24 00:00:00,116940488.24665588
2020-12-25 00:00:00,133646272.28189245
2020-12-26 00:00:00,127149578.49041158
2020-12-27 00:00:00,137358668.73416725
2020-12-28 00:00:00,147938033.9968089
2020-12-29 00:00:00,140537799.38571388
2020-12-30 00:00:00,159029615.0943604
2020-12-31 00:00:00,153482070.38176647
2021-01-01 00:00:00,137764027.0294169
2021-01-02 00:00:00,139613208.60028157
2021-01-03 00:00:00,146085344.09830785
2021-01-04 00:00:00,159954205.87979275
2021-01-05 00:00:00,145160753.31287554
2021-01-06 00:00:00,163652569.02152207
2021-01-07 00:00:00,155331251.95263115
2021-01-08 00:00:00,136839436.24398455
2021-01-09 00:00:00,133808024.52210465
2021-01-10 00:00:00,162879650.9247733
2021-01-11 00:00:00,157757649.32336533
2021-01-12 00:00:00,151611247.4016758
2021-01-13 00:00:00,155708848.68280214
2021-01-14 00:00:00,150586847.08139417
2021-01-15 00:00:00,158782049.6436469
2021-01-16 00:00:00,150586847.08139417
2021-01-17 00:00:00,136245242.59745187
2021-01-18 00:00:00,148538046.440831
2021-01-19 00:00:00,152635647.72195736
2021-01-20 00:00:00,144440445.1597046
2021-01-21 00:00:00,132147641.31632549
2021-01-22 00:00:00,145464845.4799862
2021-01-23 00:00:00,159781151.23197326
2021-01-24 00:00:00,143884925.38771522
2021-01-25 00:00:00,144920068.73582825
2021-01-26 00:00:00,166658079.0462025
2021-01-27 00:00:00,146990355.43205437
2021-01-28 00:00:00,150095785.47639358
2021-01-29 00:00:00,157341788.913185
2021-01-30 00:00:00,140779495.34337604
2021-01-31 00:00:00,149060642.12828052
2021-02-01 00:00:00,124217201.7735671
2021-02-02 00:00:00,157341788.913185
2021-02-03 00:00:00,155271502.21695888
2021-02-04 00:00:00,165622935.69808948
2021-02-05 00:00:00,174939225.83110696
2021-02-06 00:00:00,169021265.50315762
2021-02-07 00:00:00,166219498.0035569
2021-02-08 00:00:00,172612555.6190783
2021-02-09 00:00:00,152367873.16992718
2021-02-10 00:00:00,152367873.16992718
2021-02-11 00:00:00,137450738.7337105
2021-02-12 00:00:00,151302363.56734022
2021-02-13 00:00:00,167285007.6061438
2021-02-14 00:00:00,158760930.78544855
2021-02-15 00:00:00,160891949.9906224
2021-02-16 00:00:00,128926661.9130153
2021-02-17 00:00:00,147040325.15699264
2021-02-18 00:00:00,145974815.55440575
2021-02-19 00:00:00,163181402.20420986
2021-02-20 00:00:00,157667240.0893604
2021-02-21 00:00:00,152267677.07260144
2021-02-22 00:00:00,143628376.2457872
2021-02-23 00:00:00,137148900.6256765
2021-02-24 00:00:00,171706103.93293357
2021-02-25 00:00:00,168466366.12287825
2021-02-26 00:00:00,150107851.8658979
2021-02-27 00:00:00,169546278.72623003
2021-02-28 00:00:00,141468551.03908366
2021-03-01 00:00:00,140388638.43573186
2021-03-02 00:00:00,154427502.27930507
2021-03-03 00:00:00,164146715.7094711
2021-03-04 00:00:00,138228813.22902828
2021-03-05 00:00:00,160906977.89941573
2021-03-06 00:00:00,162254330.9888254
2021-03-07 00:00:00,155665151.9066483
2021-03-08 00:00:00,165260948.9419896
2021-03-09 00:00:00,149267953.88308737
2021-03-10 00:00:00,158863750.91842875
2021-03-11 00:00:00,140738356.51833954
2021-03-12 00:00:00,159929950.58902222
2021-03-13 00:00:00,152466552.89486787
2021-03-14 00:00:00,167393348.28317663
2021-03-15 01:00:00,157797551.24783528
2021-03-16 01:00:00,158863750.91842875
2021-03-17 01:00:00,145003155.2007135
2021-03-18 01:00:00,162062349.9302092
